country,city,pm10,Year,pm25,population,color_pm25,color_pm10,avg_income
Italy,Bormio,16.96751191,2013,11.52391618,1737,yellow,green,High income
Italy,Bosco Chiesanuova,19.37396121,2013,13.15831728,1513,yellow,green,High income
Italy,Bragno,22.558,2013,18.05857142,18552,orange,yellow,High income
Italy,Brescia,36.77559242,2013,31.46559485,463072,darkorange,darkred,High income
Italy,Bressanone,13.98622589,2013,9.499100145,8367,green,green,High income
Italy,Brindisi,23.58016759,2013,16.01506905,88812,orange,yellow,High income
Italy,Brunico,15.19178082,2013,10.31788336,15397,yellow,green,High income
Italy,Busto Arsizio,29.37864135,2013,19.95324961,630203,orange,yellow,High income
Italy,Cagliari,31.38394444,2013,11.32646198,472758,yellow,darkred,High income
Italy,Cairo Montenotte,24.40922669,2013,18.34106948,6234,orange,yellow,High income
Italy,Calusco Dadda,29.7507208,2013,21.30606936,3270,orange,yellow,High income
Italy,Campobasso,21.92215568,2013,14.8889882,51358,yellow,yellow,High income
Italy,Cantalupo Ligure,13.82369146,2013,10.59103641,549,yellow,green,High income
Italy,Cantu,27.00325911,2013,18.3399485,38717,orange,yellow,High income
Italy,Capannori,24.23283582,2013,16.45834524,17249,orange,yellow,High income
Italy,Carcare,25.82552504,2013,17.54006053,2678,orange,yellow,High income
Italy,Carpi,30.09418282,2013,20.43922776,27753,orange,darkred,High income
Italy,Carrara,23.83008356,2013,16.18480582,65981,orange,yellow,High income
Italy,Casale Monferrato,25.95251396,2013,17.62630827,16220,orange,yellow,High income
Italy,Casarotti,36.96337038,2013,28.62414582,18552,darkorange,darkred,High income
Italy,Caserta,28.85529265,2013,18.07547341,419814,orange,yellow,High income
Italy,Cason Del Chievo,32.31197771,2013,21.40752351,18552,orange,darkred,High income
Italy,Cassino,38.05232558,2013,28.57434402,13299,darkorange,darkred,High income
Italy,Castellarano,24.75069252,2013,17.38121546,5733,orange,yellow,High income
Italy,Castelluccio,9.22740524,2013,5.63905325,2119,green,green,High income
Italy,Castions Delle Mura,22.82787892,2013,15.50413311,18552,orange,yellow,High income
Italy,Ceccano,47.04469273,2013,31.9515966,8595,darkorange,darkred,High income
Italy,Cento,25.4241573,2013,17.26746144,14139,orange,yellow,High income
Italy,Cerano,30.9198895,2013,21.0000274,6728,orange,darkred,High income
Italy,Cervia,24.87869822,2013,16.89699907,13164,orange,yellow,High income
Italy,Cesena,22.85552407,2013,15.52290902,95990,orange,yellow,High income
Italy,Chieri,40.98460588,2013,27.83573487,35962,darkorange,darkred,High income
Italy,Chiusi Della Verna,9.36274509,2013,6.358945862,2058,green,green,High income
Italy,Ciampino,29.42492917,2013,19.98468716,37235,orange,yellow,High income
Italy,Citta Di Castello,24.175,2013,18.83333333,40064,orange,yellow,High income
Italy,Civita Castellana,25.39178082,2013,17.24547214,15596,orange,yellow,High income
Italy,Civitavecchia,22.24205627,2013,15.1062568,51229,orange,yellow,High income
Italy,Codogno,40.83811787,2013,27.73624382,15371,darkorange,darkred,High income
Italy,Colleferro,29.17394772,2013,19.81422674,21574,orange,yellow,High income
Italy,Colorno,27.53753753,2013,18.70281724,8920,orange,yellow,High income
Italy,Como,28.48660261,2013,20.74171788,461223,orange,yellow,High income
Italy,Conegliano,24.65340909,2013,22.71629213,34428,orange,yellow,High income
Italy,Corte Brugnatella,9.21037463,2013,6.255459598,671,green,green,High income
Italy,Cossato,24.49854227,2013,16.63880651,14810,orange,yellow,High income
Italy,Crema,38.81374226,2013,26.36133776,33091,darkorange,darkred,High income
Italy,Cremona,35.20162944,2013,27.16094871,70897,darkorange,darkred,High income
Italy,Cuneo,21.78309859,2013,15.37078651,370,orange,yellow,High income
Italy,Dalmine,32.69487179,2013,26.00959885,22881,darkorange,darkred,High income
Italy,Darfo Boario Terme,35.46438146,2013,27.1205553,15524,darkorange,darkred,High income
Italy,Donnas,19.79360465,2013,13.44332876,2624,yellow,green,High income
Italy,Druento,23.91573033,2013,16.242975,8436,orange,yellow,High income
Italy,Este,26.58774373,2013,18.05774069,16576,orange,yellow,High income
Italy,Faenza,20.30704225,2013,15.06478873,57748,orange,yellow,High income
Italy,Febbio,7.91812865,2013,5.377797956,18552,green,green,High income
Italy,Feltre,25.33333333,2013,22.49856733,20525,orange,yellow,High income
Italy,Ferentino,34.2536023,2013,23.26420302,20966,orange,darkred,High income
Italy,Ferno,33.40144459,2013,22.68543849,6786,orange,darkred,High income
Italy,Ferrara,28.88146583,2013,18.77521613,133459,orange,yellow,High income
Italy,Fiorano Modenese,32.82253521,2013,22.2922575,16945,orange,darkred,High income
Italy,Firenze,25.9792444,2013,16.25552958,363381,orange,yellow,High income
Italy,Foggia,22.51793313,2013,15.29362557,153577,orange,yellow,High income
Italy,Foligno,27.04958677,2013,18.75690607,56045,orange,yellow,High income
Italy,Fontanebianche,35.06060606,2013,23.8123001,18552,orange,darkred,High income
Italy,Fontechiari,17.72651933,2013,14.37110481,1318,yellow,green,High income
Italy,Forli,24.27341835,2013,14.82934131,116434,yellow,yellow,High income
Italy,Francavilla Fontana,33.62706093,2013,22.83867155,36955,orange,darkred,High income
Italy,Frosinone,40.42681086,2013,24.34943181,46649,orange,darkred,High income
Italy,Galatina,23.23903397,2013,15.7833795,27214,orange,yellow,High income
Italy,Garna,13.00555555,2013,8.833053004,18552,green,green,High income
Italy,Gavello,29.50899518,2013,20.04178272,1605,orange,yellow,High income
Italy,Genova,20.50178386,2013,8.96170886,622155,green,yellow,High income
Italy,Gherardi,17.15,2013,12.79117647,18552,yellow,green,High income
Italy,Gorizia,22.70463672,2013,15.42043005,35212,orange,yellow,High income
Italy,Grosseto,17.22284122,2013,10.76880222,78630,yellow,green,High income
Italy,Grottaglie,18.23905817,2013,12.38751908,32503,yellow,green,High income
Italy,Gubbio,17.31323741,2013,11.49561341,32432,yellow,green,High income
Italy,Guidonia,25.10497237,2013,15.86464088,81447,orange,yellow,High income
Italy,Imola,23.40502793,2013,15.89611851,67892,orange,yellow,High income
Italy,Ivrea,34.6211703,2013,23.51384615,23592,orange,darkred,High income
Italy,La MassiminaCasal Lumbroso,25.74147727,2013,17.16524216,18552,orange,yellow,High income
Italy,La Spezia,23.31985993,2013,14.15447259,95487,yellow,yellow,High income
Italy,Laces,14.16438356,2013,13.83898305,5126,yellow,green,High income
Italy,Laives,22.18126925,2013,15.06497175,16909,orange,yellow,High income
Italy,Latina,28.01740861,2013,19.02873386,417682,orange,yellow,High income
Italy,Latina Scalo,25.3168044,2013,16.41208791,18552,orange,yellow,High income
Italy,Lecce,22.45940303,2013,11.50528189,94176,yellow,yellow,High income
Italy,Lecco,24.25444517,2013,15.24448189,47806,orange,yellow,High income
Italy,Legnago,34.71802325,2013,23.57962629,24992,orange,darkred,High income
Italy,Leini,28.90958904,2013,26.12465373,15523,darkorange,yellow,High income
Italy,Leonessa,11.3054755,2013,8.02881844,2480,green,green,High income
Italy,Levate,27.87680436,2013,18.93323892,3802,orange,yellow,High income
Italy,Livorno,22.86781609,2013,12.62727272,160412,yellow,yellow,High income
Italy,Lodi,34.78259231,2013,23.43622453,43332,orange,darkred,High income
Italy,Lucca,29.32571428,2013,19.91730285,87200,orange,yellow,High income
Italy,Lucera,19.37631578,2013,12.55665529,34333,yellow,green,High income
Italy,Lugagnano Val Darda,21.46892655,2013,14.58116614,4155,yellow,yellow,High income
Italy,Maddaloni,28.49116248,2013,19.35049582,39409,orange,yellow,High income
Italy,Magenta,39.32053009,2013,26.70553558,22877,darkorange,darkred,High income
Italy,Magione,21.40963855,2013,14.18844984,14589,yellow,yellow,High income
Italy,Malisana,24.75938688,2013,16.81596575,18552,orange,yellow,High income
Italy,Manfredonia,19.57633136,2013,13.2957621,56257,yellow,green,High income
Italy,Mansue,28.66849315,2013,24.82022471,4974,orange,yellow,High income
Italy,Mantova,32.72778582,2013,27.77525235,46649,darkorange,darkred,High income
Italy,Meda,42.39924213,2013,28.79652097,23073,darkorange,darkred,High income
Italy,Merano,14.55124653,2013,9.882848248,37368,green,green,High income
Italy,Merate,35.85234502,2013,27.1216648,14583,darkorange,darkred,High income
Italy,Mercato Saraceno,11.18497109,2013,7.59655688,6997,green,green,High income
Italy,Mesagne,23.68164383,2013,16.08398921,27753,orange,yellow,High income
Italy,Mezzolombardo,18.48066298,2013,12.55161112,6817,yellow,green,High income
Italy,Milano,37.12594038,2013,30.18178025,1303696,darkorange,darkred,High income
Italy,Modena,28.96149907,2013,18.49307479,341970,orange,yellow,High income
Italy,Modugno,18.4020052,2013,12.49818869,37532,yellow,green,High income
Italy,Molfetta,24.24336283,2013,16.46549492,60433,orange,yellow,High income
Italy,Mondaino,14.71794871,2013,9.996068262,1441,green,green,High income
Italy,Monopoli,19.21490078,2013,13.05028735,48529,yellow,green,High income
Italy,Monserrato,27.72841225,2013,13.11514792,20449,yellow,yellow,High income
Italy,Monte Santangelo,15.28715083,2013,10.38265632,13098,yellow,green,High income
Italy,Montecerboli,9.52661064,2013,6.470239307,18552,green,green,High income
Italy,Monza,38.51947146,2013,30.99396618,116434,darkorange,darkred,High income
Italy,Morbegno,24.95208224,2013,16.94683969,11786,orange,yellow,High income
Italy,Morgex,22.2330097,2013,15.10011259,2096,orange,yellow,High income
Italy,Muggia,21.63633439,2013,14.69486542,13022,yellow,yellow,High income
Italy,Napoli,34.93915631,2013,19.98587518,985764,orange,darkred,High income
Italy,Narni Scalo,23.16883116,2013,16.67656765,18552,orange,yellow,High income
Italy,Novara,27.6801726,2013,18.50759878,102585,orange,yellow,High income
Italy,Nuraminis,22.98768802,2013,15.61267152,2606,orange,yellow,High income
Italy,Odolo,28.25677556,2013,19.191306,2086,orange,yellow,High income
Italy,Olbia,20.33046975,2013,13.80795432,53307,yellow,yellow,High income
Italy,Ostellato,24.2798921,2013,16.4903047,6453,orange,yellow,High income
Italy,Oulx,17.5614035,2013,11.92727272,3160,yellow,green,High income
Italy,Padova,34.06649099,2013,27.60724233,655466,darkorange,darkred,High income
Italy,Pallanza,16.9532967,2013,12.45454545,18552,yellow,green,High income
Italy,Parma,33.65224987,2013,17.5777126,314188,orange,darkred,High income
Italy,Parona,37.717335,2013,25.61668496,1987,darkorange,darkred,High income
Italy,Pavia,34.66437873,2013,23.54319225,70808,orange,darkred,High income
Italy,Pedagne,19.46949685,2013,11.69330065,18552,yellow,green,High income
Italy,Perugia,21.63269083,2013,14.23531344,160880,yellow,yellow,High income
Italy,Piacenza,30.61829114,2013,22.84705882,98831,orange,darkred,High income
Italy,Pioltello,40.51738868,2013,27.51841245,35066,darkorange,darkred,High income
Italy,Piombino,22.99718309,2013,15.61912034,34419,orange,yellow,High income
Italy,Pisa,26.03370786,2013,17.68145317,86841,orange,yellow,High income
Italy,Pistoia,22.86127167,2013,15.52681265,89101,orange,yellow,High income
Italy,Poggibonsi,18.48857142,2013,12.20916905,28952,yellow,green,High income
Italy,Ponti Sul Mincio,30.77385662,2013,23.98333276,2272,orange,darkred,High income
Italy,Porto Torres,23.19721448,2013,8.47237569,22391,green,yellow,High income
Italy,Portoscuso,22.88007354,2013,13.26453488,5236,yellow,yellow,High income
Italy,Prato,28.82428785,2013,20.0340909,182132,orange,yellow,High income
Italy,PreseMontone,5.61386138,2013,3.812796381,18552,green,green,High income
Italy,Quartu Santelena,31.89022346,2013,21.65905432,69296,orange,darkred,High income
Italy,Quiliano,19.68245714,2013,13.2274,7336,yellow,green,High income
Italy,Rapallo,27.78753799,2013,18.8726114,29226,orange,yellow,High income
Italy,Ravenna,27.32309559,2013,18.55717356,149769,orange,yellow,High income
Italy,Reggio Emilia,30.89351578,2013,18.69298245,343803,orange,darkred,High income
Italy,Rezzato,41.91216246,2013,28.46570845,12933,darkorange,darkred,High income
Italy,Rieti,21.29096045,2013,15.30571428,46187,orange,yellow,High income
Italy,Rimini,31.05060621,2013,19.52108433,136053,orange,darkred,High income
Italy,Rione Riesci,27.40780701,2013,18.61470747,18552,orange,yellow,High income
Italy,Riva Del Garda,20.81661891,2013,14.13813485,15838,yellow,yellow,High income
Italy,Roma,28.0654004,2013,16.99621338,2617175,orange,yellow,High income
Italy,Rovereto,19.49863013,2013,15.42469879,37754,orange,green,High income
Italy,Rovigo,33.23622391,2013,25.38888888,50164,darkorange,darkred,High income
Italy,Salerno,44.7802541,2013,22.36175731,413837,orange,darkred,High income
Italy,Saliceto,22.53276353,2013,15.30369801,1382,orange,yellow,High income
Italy,San Bonifacio,35.80886426,2013,24.32049864,20275,orange,darkred,High income
Italy,San Clemente,20.61323278,2013,14,5234,yellow,yellow,High income
Italy,San Dona Di Piave,38.26540361,2013,25.98891966,40646,darkorange,darkred,High income
Italy,San Giuliano Terme,23.04189944,2013,15.54189944,31103,orange,yellow,High income
Italy,San Lazzaro Di Savena,24.80501392,2013,16.84695451,31091,orange,yellow,High income
Italy,San Martino In Trignano,23.58160237,2013,17.72727272,18552,orange,yellow,High income
Italy,San Pancrazio Salentino,24.20548295,2013,16.43976784,10289,orange,yellow,High income
Italy,San Pietro Vernotico,23.24832402,2013,15.78968907,13974,orange,yellow,High income
Italy,San Rocco,28.57063711,2013,20.83102493,3464,orange,yellow,High income
Italy,San Severo,18.25719135,2013,11.7446875,54906,yellow,green,High income
Italy,Santa Croce Sullarno,26.65722379,2013,18.10492983,14061,orange,yellow,High income
Italy,Santa Giusta,17.16830555,2013,11.66029028,4811,yellow,green,High income
Italy,Santo Stefano Di Magra,20.67410468,2013,14.0413427,8790,yellow,yellow,High income
Italy,Sarezzo,31.24131184,2013,21.21832953,13469,orange,darkred,High income
Italy,Saronno,30.38980726,2013,22.37495786,38598,orange,darkred,High income
Italy,Sarroch,20.19257617,2013,10.00556521,5198,yellow,yellow,High income
Italy,Sassari,17.64637877,2013,7.84502923,127059,green,green,High income
Italy,Sassuolo,25.61299435,2013,17.39571492,39885,orange,yellow,High income
Italy,Savignano Sul Rubicone,29.37709497,2013,16.91525423,17521,orange,yellow,High income
Italy,Savona,17.82447615,2013,12.97164132,60794,yellow,green,High income
Italy,Scandicci,24.23446327,2013,16.45945056,49765,orange,yellow,High income
Italy,Schio,24.9558011,2013,16.94936545,39131,orange,yellow,High income
Italy,Schivenoglia,32.20743034,2013,26.68263473,1240,darkorange,darkred,High income
Italy,Settimo Torinese,39.29190751,2013,32.52421652,46875,darkorange,darkred,High income
Italy,Seulo,11.15564469,2013,5.57898203,897,green,green,High income
Italy,Siniscola,15.2094972,2013,10.32991589,11469,yellow,green,High income
Italy,Sondrio,24.9918548,2013,19.08931034,21642,orange,yellow,High income
Italy,Soresina,41.6867585,2013,34.04932953,8995,darkorange,darkred,High income
Italy,Spinadesco,38.19434888,2013,25.94066104,1575,darkorange,darkred,High income
Italy,Spoleto,15.74801844,2013,11.27848096,38429,yellow,green,High income
Italy,Statte,19.44086956,2013,13.20375978,14194,yellow,green,High income
Italy,Stazione,29.13428571,2013,18.81848184,18552,orange,yellow,High income
Italy,Stazione Di Padule,16.13128491,2013,11.80446927,18552,yellow,green,High income
Italy,Susa,17.78698224,2013,12.08048025,6629,yellow,green,High income
Italy,Taranto,24.00532736,2013,13.73782627,458862,yellow,yellow,High income
Italy,Tavazzano Con Villavesco,34.61477251,2013,23.50950093,6099,orange,darkred,High income
Italy,Terni,32.16136657,2013,22.40247404,111659,orange,darkred,High income
Italy,Torchiarolo,34.58448275,2013,23.48892887,5461,orange,darkred,High income
Italy,Torgiano,17.13202247,2013,11.80869565,6520,yellow,green,High income
Italy,Torino,37.92163105,2013,28.74853801,873437,darkorange,darkred,High income
Italy,Torrechiara,16.87356321,2013,12.4039548,18552,yellow,green,High income
Italy,Torviscosa,24.54578746,2013,16.67089428,2969,orange,yellow,High income
Italy,Trento,23.6612275,2013,15.72151811,111940,orange,yellow,High income
Italy,Trepuzzi,29.83525,2013,15.25157232,14277,orange,yellow,High income
Italy,Treviglio,35.43254561,2013,24.06491228,28410,orange,darkred,High income
Italy,Treviso,33.93406593,2013,23,352550,orange,darkred,High income
Italy,Trieste,22.4954835,2013,15.04257498,202123,orange,yellow,High income
Italy,Trivero,15.97759103,2013,11.30945558,6144,yellow,green,High income
Italy,Turbigo,28.087344,2013,19.07623226,7389,orange,yellow,High income
Italy,Udine,23.1897553,2013,15.75752881,100524,orange,yellow,High income
Italy,Vado Ligure,22.35019774,2013,14.73118644,8232,yellow,yellow,High income
Italy,Valmadrera,23.77811088,2013,16.14950726,11612,orange,yellow,High income
Italy,Valnogaredo,26.17079889,2013,17.77456202,18552,orange,yellow,High income
Italy,Varese,27.95553445,2013,21.88631769,86533,orange,yellow,High income
Italy,Venafro,33.475,2013,22.73539551,11236,orange,darkred,High income
Italy,Venezia,32.40418169,2013,25.49049595,628040,darkorange,darkred,High income
Italy,Vercelli,32.80290554,2013,22.50598802,46308,orange,darkred,High income
Italy,Verona,35.97183098,2013,24.43118162,605550,orange,darkred,High income
Italy,Verucchio,18.88700564,2013,12.82758905,9960,yellow,green,High income
Italy,Vezzano,8.09841269,2013,5.500242436,2183,green,green,High income
Italy,Viareggio,26.98033707,2013,18.32438042,60075,orange,yellow,High income
Italy,Vicenza,36.36236489,2013,27.19337016,313447,darkorange,darkred,High income
Italy,Vigevano,36.59006575,2013,24.85107145,60109,orange,darkred,High income
Italy,Villa Baldassarri,27.37899159,2013,18.59513675,18552,orange,yellow,High income
Italy,Vinchio,29.13407821,2013,20.32212885,657,orange,yellow,High income
Italy,Viterbo,18.84573002,2013,11.46831955,63209,yellow,green,High income
Italy,Voghera,26.86194769,2013,18.24397326,38174,orange,yellow,High income
Italy,Zappellone,30.33130169,2013,20.60027305,18552,orange,darkred,High income
Lithuania,Jonava,28.05904542,2013,15.4037613,30650,orange,yellow,High income
Lithuania,Kaunas,35.14577863,2013,19.2942125,358648,orange,darkred,High income
Lithuania,Kedainiai,30.4381065,2013,16.70981033,26648,orange,darkred,High income
Lithuania,Klaipeda,32.04555443,2013,20.3626213,185257,orange,darkred,High income
Lithuania,Mazeikiai,27.98574619,2013,15.36352174,37020,orange,yellow,High income
Lithuania,Naujoji Akmene,25.73848722,2013,14.12982899,9300,yellow,yellow,High income
Lithuania,Noreikiskes,19.10989254,2013,13.01023289,20000,yellow,green,High income
Lithuania,Panevezys,31.40661387,2013,17.24149828,114214,orange,darkred,High income
Lithuania,Siauliai,36.97826789,2013,20.30020635,123169,orange,darkred,High income
Lithuania,Vilnius,26.55832113,2013,22.98863579,516765,orange,yellow,High income
Luxembourg,EschSurAlzette,24.91471182,2013,15.0817969,30125,orange,yellow,High income
Luxembourg,Helmsange,21.14148351,2013,12.7977222,2325,yellow,yellow,High income
Luxembourg,Luxembourg,22.4849595,2013,16.30410958,106680,orange,yellow,High income
Luxembourg,Schifflange,21.61868131,2013,13.08658768,8922,yellow,yellow,High income
Luxembourg,Uewerpallen,11.64778563,2013,16.39331395,434,orange,green,High income
Latvia,Liepaja,24.1713467,2013,18.41737704,85783,orange,yellow,High income
Latvia,Rezekne,22.38611987,2013,17.17126701,32328,orange,yellow,High income
Latvia,Riga,33.97583499,2013,16.7957377,620847,orange,darkred,High income
Latvia,Rucava,14.25272108,2013,9.22779552,1819,green,green,High income
Latvia,Ventspils,15.56574923,2013,11.95136054,38750,yellow,green,High income
Mexico,Acolman,39.41590516,2013,20.51033478,4884,orange,darkred,Upper middle income
Mexico,Alvaro Obregon,42.85982713,2013,22.6216961,4654,orange,darkred,Upper middle income
Mexico,Atizapan De Zaragoza,45.97578463,2013,23.92381275,373,orange,darkred,Upper middle income
Mexico,Chalco,53.63288505,2013,27.90823712,168720,darkorange,orange,Upper middle income
Mexico,Coacalco De Berriozabal,63.1274103,2013,32.84877802,277959,darkorange,orange,Upper middle income
Mexico,Ecatepec De Morelos,61.45266387,2013,29.26174457,1655015,darkorange,orange,Upper middle income
Mexico,Iztapalapa,48.54258675,2013,25.78633827,180888,darkorange,darkred,Upper middle income
Mexico,La Magdalena Contreras,41.33585186,2013,21.50939212,228851,orange,darkred,Upper middle income
Mexico,Mexicali,74.47,2013,38.75097184,1034138,red,red,Upper middle income
Mexico,Mexico City,44.36749018,2013,26.16940722,20998543,darkorange,darkred,Upper middle income
Mexico,Naucalpan De Juarez,42.5644644,2013,22.14870903,913681,orange,darkred,Upper middle income
Mexico,Nezahualcoyotl,44.83603695,2013,23.33073728,1104585,orange,darkred,Upper middle income
Mexico,Tepotzotlan,60.9052328,2013,31.69245281,38119,darkorange,orange,Upper middle income
Mexico,Tijuana,46.215,2013,24.0482901,1986787,orange,darkred,Upper middle income
Mexico,Tlalnepantla De Baz,56.33333333,2013,27.18265344,664225,darkorange,orange,Upper middle income
Mexico,Tultitlan,47.95910174,2013,24.95584532,31936,orange,darkred,Upper middle income
Mexico,Xochimilco,44.13897049,2013,22.968014,407885,orange,darkred,Upper middle income
The former Yugoslav Republic of Macedonia,Bitola,69.24163711,2013,43.66237844,72260,red,orange,Upper middle income
The former Yugoslav Republic of Macedonia,Skopje,73.79769636,2013,44.50074374,502655,red,red,Upper middle income
The former Yugoslav Republic of Macedonia,Tetove,139.5886668,2013,88.02179512,63788,darkred,darkred,Upper middle income
The former Yugoslav Republic of Macedonia,Veles,51.08148707,2013,32.21095446,43400,darkorange,orange,Upper middle income
Malta,IzZejtun,23.80066379,2013,10.48563218,9410,yellow,yellow,High income
Malta,LGharb,24.95647058,2013,11.36837349,9410,yellow,yellow,High income
Malta,LImsida,38.34615384,2013,17.7722388,9410,orange,darkred,High income
Malta,Rahal Gdid,27.30111731,2013,12.02779371,8267,yellow,yellow,High income
Montenegro,Bar,32.0671521,2013,21.36081715,42048,orange,darkred,Upper middle income
Montenegro,Niksic,42.49126623,2013,28.30460795,56970,darkorange,darkred,Upper middle income
Montenegro,Pljevlja,75.91326797,2013,50.56792793,30786,darkred,red,Upper middle income
Montenegro,Podgorica,32.94720496,2013,21.94704471,164999,orange,darkred,Upper middle income
Mongolia,Ulaanbaatar,195,2013,84,1311251,darkred,darkred,Lower middle income
Netherlands,Amsterdam,23.82577633,2013,15.41444095,1090772,orange,yellow,High income
Netherlands,Badhoevedorp,22.49307962,2013,14.75941877,425,yellow,yellow,High income
Netherlands,Beverwijk,21.40599142,2013,13.13405705,39329,yellow,yellow,High income
Netherlands,Biddinghuizen,21.1464497,2013,13.25245114,5020,yellow,yellow,High income
Netherlands,BiestHoutakker,22.54434852,2013,16.75399339,1770,orange,yellow,High income
Netherlands,Breda,22.02431298,2013,14.586543,171141,yellow,yellow,High income
Netherlands,De Rijp,20.17006002,2013,12.64054906,4400,yellow,yellow,High income
Netherlands,De Rips,23.1428854,2013,14.50361467,765,yellow,yellow,High income
Netherlands,Den Haag,22.98992326,2013,14.23,470266,yellow,yellow,High income
Netherlands,Dordrecht,24.05917023,2013,15.07784912,116160,orange,yellow,High income
Netherlands,Eibergen,15.35417329,2013,9.622439428,9590,green,green,High income
Netherlands,Eindhoven,22.52064993,2013,14.11366055,334790,yellow,yellow,High income
Netherlands,Enschede,21.9093246,2013,13.7305438,152530,yellow,yellow,High income
Netherlands,Fijnaart,18.79448235,2013,11.77847642,4220,yellow,green,High income
Netherlands,Groningen,24.31414811,2013,13.05798271,179859,yellow,yellow,High income
Netherlands,Haarle,20.02989576,2013,12.55270831,1085,yellow,yellow,High income
Netherlands,Haarlem,24.30674171,2013,15.23300183,189825,orange,yellow,High income
Netherlands,Halfweg,21.30905182,2013,15.54710271,9835,orange,yellow,High income
Netherlands,Harich,18.59047775,2013,11.65062701,140,yellow,green,High income
Netherlands,Heerlen,22.87151835,2013,16.17212765,92347,orange,yellow,High income
Netherlands,Hilversum,22.24255486,2013,13.93937875,84599,yellow,yellow,High income
Netherlands,Hoek Van Holland,26.0190551,2013,13.40209429,8510,yellow,yellow,High income
Netherlands,Hoofddorp,22.13765116,2013,13.87363574,72975,yellow,yellow,High income
Netherlands,Hoogvliet Rotterdam,22.62490214,2013,14.17899527,36525,yellow,yellow,High income
Netherlands,Huijbergen,22.24228012,2013,13.93920657,1540,yellow,yellow,High income
Netherlands,Ijmuiden,25.57168224,2013,15.50610454,114400,orange,yellow,High income
Netherlands,Laren,19.57767055,2013,12.26929939,1255,yellow,green,High income
Netherlands,Leiden,21.19072434,2013,13.280198,112339,yellow,yellow,High income
Netherlands,Lopik,19.67004292,2013,12.32718903,4930,yellow,green,High income
Netherlands,Maassluis,20.04767813,2013,13.4509708,31705,yellow,yellow,High income
Netherlands,Munnekezijl,17.5630579,2013,10.0012012,430,yellow,green,High income
Netherlands,Nieuwdorp,24.16803971,2013,15.14607747,915,orange,yellow,High income
Netherlands,Nieuwer Ter Aa,19.43085835,2013,13.53876712,475,yellow,green,High income
Netherlands,Nijmegen,24.26006959,2013,14.77191428,156582,yellow,yellow,High income
Netherlands,Noordwijk,18.81433741,2013,9.89021406,22615,green,green,High income
Netherlands,Philippine,23.61300884,2013,14.79824039,1980,yellow,yellow,High income
Netherlands,Ridderkerk,22.75386688,2013,15.33051847,33535,orange,yellow,High income
Netherlands,Rotterdam,24.04512008,2013,14.53406201,993336,yellow,yellow,High income
Netherlands,Schiedam,19.95587789,2013,14.8144426,73414,yellow,green,High income
Netherlands,SchipholRijk,21.73608821,2013,13.62197679,20,yellow,yellow,High income
Netherlands,Sint Jansklooster,18.69789627,2013,11.71794605,1060,yellow,green,High income
Netherlands,Sint Maartensbrug,34.3685959,2013,17.51362846,320,orange,darkred,High income
Netherlands,Utrecht,20.56403131,2013,13.43285587,479665,yellow,yellow,High income
Netherlands,Valthermond,17.89431944,2013,11.21434555,845,yellow,green,High income
Netherlands,Veldhoven,22.06501168,2013,14.7670909,42489,yellow,yellow,High income
Netherlands,VelsenNoord,20.78483373,2013,15.68526935,1770,orange,yellow,High income
Netherlands,Vlaardingen,22.79422216,2013,13.71520661,6280,yellow,yellow,High income
Netherlands,Vredepeel,21.67706577,2013,14.68713498,1770,yellow,yellow,High income
Netherlands,Wekerom,18.94739997,2013,14.69012461,1055,yellow,green,High income
Netherlands,Westmaas,20.53417037,2013,12.86873652,5580,yellow,yellow,High income
Netherlands,Westzaan,20.51082516,2013,16.28253672,1960,orange,yellow,High income
Netherlands,Wieringerwerf,19.11114668,2013,10.44935028,5665,yellow,green,High income
Netherlands,Wijnandsrade,21.01020887,2013,13.1670692,1355,yellow,yellow,High income
Netherlands,Zaandam,24.19579202,2013,14.84302054,134566,yellow,yellow,High income
Netherlands,Zegveld,19.79708785,2013,12.40680791,1580,yellow,green,High income
Norway,Alesund,16.07669101,2013,7.894906088,52163,green,green,High income
Norway,Baerum,16.60595759,2013,10.46080894,118588,yellow,green,High income
Norway,Bergen,18.84623987,2013,8.66364344,239805,green,green,High income
Norway,Drammen,27.74942156,2013,13.62712496,67016,yellow,yellow,High income
Norway,Fredrikstad,27.69246833,2013,13.59915649,78159,yellow,yellow,High income
Norway,Kristiansand,19.20160819,2013,9.429483552,59681,green,green,High income
Norway,Lillehammer,18.33283472,2013,7.9913336,27300,green,green,High income
Norway,Mo i Rana,20.60714019,2013,10.11970912,18358,yellow,yellow,High income
Norway,Oslo,22.49012996,2013,11.23231514,986093,yellow,yellow,High income
Norway,Skien,24.98001272,2013,9.06492011,90621,green,yellow,High income
Norway,Stavanger,20.35288124,2013,8.68581435,115525,green,yellow,High income
Norway,Tiller,27.71405155,2013,13.60975553,36628,yellow,yellow,High income
Norway,Tromso,12.93413107,2013,7.54714973,75638,green,green,High income
Norway,Trondheim,18.42907604,2013,7.730878697,156974,green,green,High income
Pakistan,Faisalabad,148.1666667,2013,36.5,3566952,red,darkred,Lower middle income
Peru,Ate,108.8232167,2013,53.75552845,458034,darkred,darkred,Upper middle income
Peru,Lima,53.4483,2013,26.40191771,9897033,darkorange,orange,Upper middle income
Peru,San Borja,55.53545833,2013,27.43291369,110728,darkorange,orange,Upper middle income
