country,city,pm10,Year,pm25,population,color_pm25,color_pm10,avg_income
Andorra,EscaldesEngordany,18.9,2017,10.3,37466.87891,yellow,green,High income
United Kingdom,Scunthorpe,8.731863831,2017,6,79977,green,green,High income
Georgia,Tbilisi,46.33333333,2017,21.33333333,1147486,orange,darkred,Lower middle income
Jordan,AlZarqa,82.1,2017,33.69308961,449007,darkorange,red,Lower middle income
Jordan,Amman,68.04,2017,27.92299412,1154670,darkorange,orange,Lower middle income
Jordan,Irbid,52.73,2017,21.63991005,305925,orange,orange,Lower middle income
Saudi Arabia,Yanbu,115.7,2017,75,233236,darkred,darkred,High income
Senegal,Dakar,149.3333333,2017,21,3520215,orange,darkred,Low income
Ukraine,Kyiv,35,2017,22,2868702,orange,darkred,Lower middle income
Ecuador,Cuenca,53.52666667,2017,10.76,360505,yellow,orange,Upper middle income
Albania,Durres,24.5317006,2016,14.29827251,113249,yellow,yellow,Upper middle income
Albania,Korce,40.18491957,2016,28.61583069,51152,darkorange,darkred,Upper middle income
Albania,Vlore,22.69935708,2016,15.29752101,79513,orange,yellow,Upper middle income
Andorra,EscaldesEngordany,22.82947626,2016,11.5,37466.87891,yellow,yellow,High income
Argentina,Buenos Aires,26.87878788,2016,12.44930777,15180176,yellow,yellow,Upper middle income
Australia,Adelaide,16.18571429,2016,6.875,1255516,green,green,High income
Australia,Albany,17.5,2016,7.591446893,26644,green,green,High income
Australia,Albury,15.0531856,2016,6.53002623,26644,green,green,High income
Australia,Bathurst,13.28709677,2016,5.763902258,31292,green,green,High income
Australia,Brisbane,15.21140773,2016,6.610636631,2201930,green,green,High income
Australia,Bunbury,16.5,2016,8.4,64384,green,green,High income
Australia,Busselton,18.67232979,2016,8.1,21405,green,green,High income
Australia,City Of Ipswich,13.09857759,2016,5.682123209,198590,green,green,High income
Australia,Collie,19.3,2016,8.37228143,6999,green,green,High income
Australia,Darwin,16.4,2016,6.5,106257,green,green,High income
Australia,Geraldton,18.8,2016,8.155382948,31348,green,green,High income
Australia,Gladstone,13.82261296,2016,4.880699378,32074,green,green,High income
Australia,Jondaryan,16.64508352,2016,5.095709947,33915,green,green,High income
Australia,Mackay,19.75379762,2016,8.569137462,77293,green,green,High income
Australia,Moranbah,22.32119358,2016,9.682866039,8624,green,yellow,High income
Australia,Mount Isa,16.79145248,2016,7.284081129,22717,green,green,High income
Australia,Muswellbrook,19.23904494,2016,8.424645892,11045,green,green,High income
Australia,Newcastle,23.0979509,2016,8.137170754,372633,green,yellow,High income
Australia,Palmerston,15.2,2016,7.2,27703,green,green,High income
Australia,Perth,15.05,2016,7.675,1861108,green,green,High income
Australia,Singleton,19.30192837,2016,7.852124646,13962,green,green,High income
Australia,Sydney,16.50524016,2016,7.878140203,4505341,green,green,High income
Australia,Tamworth,15.30909091,2016,6.641037178,36132,green,green,High income
Australia,Wagga Wagga,20.63342541,2016,7.377437326,52043,green,yellow,High income
Australia,Whyalla,14.65,2016,6.355125542,22754,green,green,High income
Australia,Wollongong,17.40223666,2016,7.056899226,268944,green,green,High income
Australia,Wynnum,13.62228128,2016,4.158801521,13691,green,green,High income
Australia,Wyong,15.21916667,2016,5.745505618,149746,green,green,High income
Austria,Amstetten,17.2758149,2016,12.17932867,22847,yellow,green,High income
Austria,Arnoldstein,11.99192605,2016,8.454223989,6879,green,green,High income
Austria,Bad Voslau,17.35882009,2016,12.23784675,11316,yellow,green,High income
Austria,Biedermannsdorf,18.47766578,2016,13.02662513,2864,yellow,green,High income
Austria,Bludenz,14.40561639,2016,10.1558588,13701,yellow,green,High income
Austria,Bratislava,21.62346135,2016,15.24438901,5919,orange,yellow,High income
Austria,Braunau Am Inn,16.96485315,2016,11.96996899,16197,yellow,green,High income
Austria,Brixlegg,14.75679507,2016,11.06685896,2800,yellow,green,High income
Austria,Bruck An Der Mur,20.65832503,2016,14.56397465,15649,yellow,yellow,High income
Austria,Burgfried,16.31984169,2016,11.58100558,5919,yellow,green,High income
Austria,Deutschlandsberg,17.97390139,2016,12.67147476,11304,yellow,green,High income
Austria,Donawitz,15.67982566,2016,11.05416742,5919,yellow,green,High income
Austria,Dornbirn,15.32374653,2016,10.71232876,45922,yellow,green,High income
Austria,Durnrohr,19.13829209,2016,13.49236206,5919,yellow,green,High income
Austria,Ebenthal In Karnten,20.98772777,2016,14.79620128,7698,yellow,yellow,High income
Austria,Eisenstadt,19.35161757,2016,13.40830634,13101,yellow,green,High income
Austria,Enns,21.1077348,2016,14.8808054,11361,yellow,yellow,High income
Austria,Feldkirch,15.74697808,2016,11.10150941,30943,yellow,green,High income
Austria,Freistadt,12.04419488,2016,8.8505132,7046,green,green,High income
Austria,Furstenfeld,21.21372125,2016,14.9555251,8303,yellow,yellow,High income
Austria,Ganserndorf,19.15630702,2016,13.50506246,10362,yellow,green,High income
Austria,Gemeinde Imst,13.8497623,2016,9.763985551,5919,green,green,High income
Austria,Gmunden,12.0598063,2016,8.67765126,13086,green,green,High income
Austria,Goss,15.95668248,2016,11.24934954,3697,yellow,green,High income
Austria,Graz,22.94247728,2016,16.93608796,247904,orange,yellow,High income
Austria,GrazUmgebung,16.4096691,2016,11.56870194,143258,yellow,green,High income
Austria,Grosesnserndorf,15.10527134,2016,10.64911064,5919,yellow,green,High income
Austria,Hainburg An Der Donau,20.23238149,2016,14.26368744,5906,yellow,yellow,High income
Austria,Hall In Tirol,17.17870199,2016,12.11086475,12835,yellow,green,High income
Austria,Hallein,17.28517313,2016,11.58100558,19974,yellow,green,High income
Austria,Hartberg,21.35869658,2016,15.0577317,6529,orange,yellow,High income
Austria,Haselbach,16.96485315,2016,11.96996899,5919,yellow,green,High income
Austria,Heiterwang,10.18906006,2016,7.183216076,510,green,green,High income
Austria,Hermagor,6.41279418,2016,4.520975043,1491,green,green,High income
Austria,Herzogberg,12.97892921,2016,9.150054313,5919,green,green,High income
Austria,Himberg Bei Wien,18.64650045,2016,13.1456524,5919,yellow,green,High income
Austria,Hochst,16.71459727,2016,11.78367417,7780,yellow,green,High income
Austria,Hollabrunn,15.27876119,2016,10.77141977,11489,yellow,green,High income
Austria,Illmitz,16.49146557,2016,13.20512136,2438,yellow,green,High income
Austria,Innsbruck,15.96157584,2016,10.99961151,110718,yellow,green,High income
Austria,Judenburg,13.63451545,2016,9.612238027,9312,green,green,High income
Austria,JudendorfStrassengel,22.85202387,2016,16.11051699,5919,orange,yellow,High income
Austria,Kapfenberg,14.30398495,2016,10.08420934,23372,yellow,green,High income
Austria,Kematen An Der Ybbs,14.63020833,2016,10.31419454,2466,yellow,green,High income
Austria,Klagenfurt Am Worthersee,20.32358219,2016,13.26483019,94483,yellow,yellow,High income
Austria,Klosterneuburg,19.45967186,2016,13.71893255,25828,yellow,green,High income
Austria,Knittelfeld,16.27429699,2016,11.47326555,12686,yellow,green,High income
Austria,Koflach,24.78321008,2016,17.47198976,10229,orange,yellow,High income
Austria,Krems An Der Donau,16.98908322,2016,11.97718484,29525,yellow,green,High income
Austria,Kreuth,6.41279418,2016,4.520975043,5919,green,green,High income
Austria,Kriegen,13.98403281,2016,10.39426792,5919,yellow,green,High income
Austria,Kufstein,11.113983,2016,7.835280279,17469,green,green,High income
Austria,Leibnitz,17.56286141,2016,15.36784719,11373,orange,green,High income
Austria,Lenzing,16.78744744,2016,11.77854773,4971,yellow,green,High income
Austria,Leoben,20.50799835,2016,14.4579954,24598,yellow,yellow,High income
Austria,Lienz,15.73005209,2016,11.09015244,11761,yellow,green,High income
Austria,Liezen,12.93885991,2016,9.121805737,7964,green,green,High income
Austria,Linz,20.57579883,2016,14.65472298,185739,yellow,yellow,High income
Austria,Lustenau,16.43363976,2016,11.12054794,21181,yellow,green,High income
Austria,Mistelbach,18.93218403,2016,13.34705732,10963,yellow,green,High income
Austria,Modling,19.88233937,2016,14.01691019,20411,yellow,green,High income
Austria,Murzzuschlag,15.83030432,2016,11.16025382,9038,yellow,green,High income
Austria,Natters,15.82251792,2016,11.15476446,1854,yellow,green,High income
Austria,Oberschutzen,19.01816041,2016,13.40767007,2393,yellow,green,High income
Austria,ObervellachWest,9.72603652,2016,6.856787719,5919,green,green,High income
Austria,Peggau,20.76913551,2016,14.64209527,2128,yellow,yellow,High income
Austria,Reichraming,6.82031243,2016,5.22885749,1806,green,green,High income
Austria,Salzburg,14.22384639,2016,9.96174863,147337,green,green,High income
Austria,Sankt Andra,20.53586793,2016,14.47764325,750,yellow,yellow,High income
Austria,Sankt Polten,17.7987946,2016,12.52560119,125438,yellow,green,High income
Austria,Sankt Valentin,19.28485937,2016,13.59569097,5919,yellow,green,High income
Austria,Sankt Veit An Der Glan,17.54358378,2016,12.36810386,12602,yellow,green,High income
Austria,Sankt Veit An Der Glan District,12.20295726,2016,8.602999516,5919,green,green,High income
Austria,Schondorf,16.41269245,2016,12.04710945,5919,yellow,green,High income
Austria,Schwechat,18.77684258,2016,12.91314768,16529,yellow,green,High income
Austria,Schweighof,8.80004365,2016,6.203969222,5919,green,green,High income
Austria,Spittal An Der Drau,17.08218801,2016,12.04282307,15753,yellow,green,High income
Austria,Steyr,15.61723175,2016,10.73726898,38205,yellow,green,High income
Austria,Steyregg,19.97276299,2016,13.83605447,4779,yellow,green,High income
Austria,Stixneusiedl,18.00202101,2016,12.6912989,5919,yellow,green,High income
Austria,Stockerau,19.78754644,2016,13.95008184,15624,yellow,green,High income
Austria,Streithofen,14.04117444,2016,9.898929771,5919,green,green,High income
Austria,Tamsweg,13.51141516,2016,9.525453184,5628,green,green,High income
Austria,Thaures,13.76314886,2016,9.702923681,128,green,green,High income
Austria,Traismauer,14.49976953,2016,10.2222361,5919,yellow,green,High income
Austria,Traun,18.59284727,2016,13.552827,23709,yellow,green,High income
Austria,Tulln An Der Donau,19.2380122,2016,13.56266404,15169,yellow,green,High income
Austria,Villach,18.30648803,2016,12.90594602,59324,yellow,green,High income
Austria,Voitsberg,21.89962527,2016,13.0518845,9619,yellow,yellow,High income
Austria,Vomp,15.10778151,2016,10.65088029,4657,yellow,green,High income
Austria,Weiz,19.36642643,2016,11.43231073,11240,yellow,green,High income
Austria,Wels,18.58499635,2016,13.56582633,58591,yellow,green,High income
Austria,Wien,18.74430914,2016,13.50623942,1652790,yellow,green,High income
Austria,Wiener Neudorf,19.17810252,2016,12.51678273,8826,yellow,green,High income
Austria,Wiener Neustadt,20.32219138,2016,14.32700278,41305,yellow,yellow,High income
Austria,Wildon,17.56286141,2016,12.38169445,252,yellow,green,High income
Austria,Wolfsberg,20.71180207,2016,15.54652283,24981,orange,yellow,High income
Austria,Worgl,14.05767072,2016,9.910559533,12751,green,green,High income
Austria,Zell,20.98772777,2016,14.79620128,624,yellow,yellow,High income
Austria,Zeltweg,17.37537917,2016,12.24952078,7176,yellow,green,High income
Austria,Ziersdorf,18.13904751,2016,12.78790162,3300,yellow,green,High income
Belgium,Aarschot,19.66007309,2016,12.87739835,28647,yellow,green,High income
Belgium,Andenne,15.25141272,2016,9.67980659,25537,green,green,High income
Belgium,Antwerpen,22.81679865,2016,13.90451339,993511,yellow,yellow,High income
Belgium,Baelen,12.93463228,2016,8.51761089,4386,green,green,High income
Belgium,BerchemSainteAgathe,16.6797232,2016,12.28969395,24701,yellow,green,High income
Belgium,Bertrix,11.74986376,2016,7.7644359,8422,green,green,High income
Belgium,Beveren,22.90996192,2016,15.21495623,46588,orange,yellow,High income
Belgium,Boom,20.60280192,2016,12.90279048,17042,yellow,yellow,High income
Belgium,Brugge,20.75008062,2016,13.03867403,117604,yellow,yellow,High income
Belgium,Bruxelles,22.71528372,2016,15.69243639,2044993,orange,yellow,High income
Belgium,Charleroi,21.65282815,2016,12.67036659,392863,yellow,yellow,High income
Belgium,Chatelet,18.91269751,2016,11.74377386,36093,yellow,green,High income
Belgium,ChaumontGistoux,17.31781434,2016,11.44219604,11737,yellow,green,High income
Belgium,Damme,18.81429388,2016,11.99639794,10945,yellow,green,High income
Belgium,Dessel,20.10228024,2016,12.24693316,9185,yellow,yellow,High income
Belgium,Destelbergen,21.93600549,2016,14.00973431,17672,yellow,yellow,High income
Belgium,Diepenbeek,21.64931584,2016,13.53859749,19086,yellow,yellow,High income
Belgium,Engis,23.98151899,2016,12.53248542,5762,yellow,yellow,High income
Belgium,Evergem,23.3506619,2016,13.9509612,33277,yellow,yellow,High income
Belgium,Gent,25.82342228,2016,14.68447827,435341,yellow,yellow,High income
Belgium,Habay,12.64715867,2016,8.21801243,8276,green,green,High income
Belgium,Hasselt,20.08959167,2016,13.02733615,73930,yellow,yellow,High income
Belgium,Herstal,19.52434834,2016,11.1400163,361767,yellow,green,High income
Belgium,Landen,20.98438333,2016,13.25130525,15462,yellow,yellow,High income
Belgium,Liege,18.85046235,2016,10.89617505,660055,yellow,green,High income
Belgium,Mechelen,21.04464923,2016,13.55644511,82205,yellow,yellow,High income
Belgium,Menen,25.73329088,2016,14.6218891,32964,yellow,yellow,High income
Belgium,MolenbeekSaintJean,22.70948642,2016,16.16540514,96629,orange,yellow,High income
Belgium,Mons,21.37212318,2016,12.5440535,91233,yellow,yellow,High income
Belgium,Oostrozebeke,27.89929215,2016,17.23016326,7546,orange,yellow,High income
Belgium,Roeselare,23.68671764,2016,14.53548334,61657,yellow,yellow,High income
Belgium,SaintNicolas,15.55276908,2016,10.08326482,24151,yellow,green,High income
Belgium,SainteOde,10.46180161,2016,7.21753909,2442,green,green,High income
Belgium,Schoten,21.64708033,2016,13.76300111,34173,yellow,yellow,High income
Belgium,Seraing,21.65794616,2016,12.55184322,63363,yellow,yellow,High income
Belgium,SintLambrechtsWoluwe,18.74905325,2016,11.78129368,55216,yellow,green,High income
Belgium,SommeLeuze,13.55962415,2016,8.39366285,4963,green,green,High income
Belgium,Stabroek,21.14054769,2016,14.85089928,18498,yellow,yellow,High income
Belgium,Steenokkerzeel,21.53767998,2016,12.67803248,12092,yellow,yellow,High income
Belgium,Tournai,20.27659917,2016,12.09723633,69592,yellow,yellow,High income
Belgium,Uccle,17.82149901,2016,12.78676038,82307,yellow,green,High income
Belgium,Veurne,18.48934755,2016,11.51479188,11571,yellow,green,High income
Belgium,Vielsalm,8.31529668,2016,5.35167581,7536,green,green,High income
Belgium,Vilvoorde,22.77743589,2016,14.13908831,40558,yellow,yellow,High income
Belgium,Viroinval,12.91483327,2016,8.1441945,5914,green,green,High income
Belgium,Wielsbeke,22.69566704,2016,14.59954389,9573,yellow,yellow,High income
Belgium,Zelzate,24.40552352,2016,15.19828182,12582,orange,yellow,High income
Belgium,Zwevegem,22.95663493,2016,14.55969721,24139,yellow,yellow,High income
Belgium,Zwijndrecht,21.71226468,2016,13.53844837,18677,yellow,yellow,High income
Bangladesh,Dhaka,104.3107492,2016,56.8448564,17598228,darkred,darkred,Lower middle income
Bulgaria,Blagoevgrad,41.14723507,2016,25.52986594,67436,darkorange,darkred,Upper middle income
Bulgaria,Burgas,31.80884749,2016,19.73584885,192795,orange,darkred,Upper middle income
Bulgaria,Devnya,27.5950099,2016,17.12136678,8013,orange,yellow,Upper middle income
Bulgaria,Dobrich,26.20093222,2016,16.25640911,91030,orange,yellow,Upper middle income
Bulgaria,Galabovo,37.18579234,2016,23.07198265,527,orange,darkred,Upper middle income
Bulgaria,Gorna Oryahovitsa,41.72740166,2016,25.88983121,31863,darkorange,darkred,Upper middle income
Bulgaria,Haskovo,41.5117994,2016,25.75606045,78665,darkorange,darkred,Upper middle income
Bulgaria,Kardzhali,37.76880273,2016,23.43371235,43880,orange,darkred,Upper middle income
Bulgaria,Lovech,31.35480493,2016,19.45413745,36600,orange,darkred,Upper middle income
Bulgaria,Montana,47.8898305,2016,29.71331976,43781,darkorange,darkred,Upper middle income
Bulgaria,Nessebur,32.46170765,2016,20.14091696,38738,orange,darkred,Upper middle income
Bulgaria,Pernik,38.05668604,2016,23.61232999,78284,orange,darkred,Upper middle income
Bulgaria,Pleven,48.20700862,2016,29.91011341,113246,darkorange,darkred,Upper middle income
Bulgaria,Plovdiv,43.16588818,2016,26.7823424,338041,darkorange,darkred,Upper middle income
Bulgaria,Progled,10.22136186,2016,6.34185985,77,green,green,Upper middle income
Bulgaria,Ruse,40.58856679,2016,25.18323934,157369,darkorange,darkred,Upper middle income
Bulgaria,Shumen,36.336639,2016,22.54512414,86485,orange,darkred,Upper middle income
Bulgaria,Sliven,25.06581271,2016,15.55212245,95363,orange,yellow,Upper middle income
Bulgaria,Sofia,33.56867275,2016,20.82773517,1226155,orange,darkred,Upper middle income
Bulgaria,Sofiyska Oblast,25.41932514,2016,15.77145979,38738,orange,yellow,Upper middle income
Bulgaria,Stara Zagora,31.31906201,2016,17.93452054,139807,orange,darkred,Upper middle income
Bulgaria,Varna,29.97188504,2016,18.59610265,341706,orange,yellow,Upper middle income
Bulgaria,Veliko Tarnovo,32.09148935,2016,20.1393491,65604,orange,darkred,Upper middle income
Bulgaria,Vidin,61.05068541,2016,37.87899264,48071,red,orange,Upper middle income
Bulgaria,Vratsa,37.68656213,2016,23.38268604,60692,orange,darkred,Upper middle income
Bulgaria,Yana,41.12679557,2016,25.51718422,1207,darkorange,darkred,Upper middle income
Bahrain,Manama,153.9269485,2016,63.17021277,411162,darkred,darkred,High income
Bosnia and Herzegovina,Gorazde,38.91329183,2016,29.2509833,11806,darkorange,darkred,Upper middle income
Bosnia and Herzegovina,Ilidza,62.1694071,2016,47.08543107,60430,red,orange,Upper middle income
Bosnia and Herzegovina,Jajce,26.22947206,2016,19.86549424,7172,orange,yellow,Upper middle income
Bosnia and Herzegovina,Lukavac,84.07765344,2016,63.67814558,12061,darkred,red,Upper middle income
Bosnia and Herzegovina,Zenica,61.1304302,2016,46.29853801,70553,red,orange,Upper middle income
Brazil,Americana,36,2016,16.56296659,228250,orange,darkred,Upper middle income
Brazil,Aracatuba,28,2016,12.88230735,189040,yellow,yellow,Upper middle income
Brazil,Araraquara,28,2016,12.88230735,220070,yellow,yellow,Upper middle income
Brazil,Bauru,31,2016,14.26255456,351747,yellow,darkred,Upper middle income
Brazil,Campinas,28,2016,12.88230735,3047102,yellow,yellow,Upper middle income
Brazil,Canoas,26,2016,11.96214254,341340,yellow,yellow,Upper middle income
Brazil,Carapicuiba,30,2016,13.80247216,369584,yellow,yellow,Upper middle income
Brazil,Catanduva,35,2016,16.10288418,118520,orange,darkred,Upper middle income
Brazil,Charqueadas,30,2016,13.80247216,37380,yellow,yellow,Upper middle income
Brazil,Cordeiripolis,39,2016,17.9432138,243497,orange,darkred,Upper middle income
Brazil,Cubatao,49,2016,22.54403786,127010,orange,darkred,Upper middle income
Brazil,Diadema,27,2016,12.42222494,386089,yellow,yellow,Upper middle income
Brazil,Esteio,21,2016,9.66173051,80643,green,yellow,Upper middle income
Brazil,Guarulhos,27,2016,12.42222494,1221979,yellow,yellow,Upper middle income
Brazil,Jacarei,24,2016,11.04197773,223410,yellow,yellow,Upper middle income
Brazil,Jai,26,2016,11.96214254,17635,yellow,yellow,Upper middle income
Brazil,Jundiai,25,2016,11.50206013,354204,yellow,yellow,Upper middle income
Brazil,Limeira,31,2016,14.26255456,291930,yellow,darkred,Upper middle income
Brazil,Marilia,19,2016,8.741565699,207021,green,green,Upper middle income
Brazil,Maua,30,2016,13.80247216,417064,yellow,yellow,Upper middle income
Brazil,Osasco,40,2016,18.40329621,666740,orange,darkred,Upper middle income
Brazil,Paulinia,35,2016,16.10288418,82070,orange,darkred,Upper middle income
Brazil,Piracicaba,37,2016,13,376763,yellow,darkred,Upper middle income
Brazil,Presidente Prudente,21,2016,9.66173051,217660,green,yellow,Upper middle income
Brazil,Rio Claro,46,2016,21.16379064,195090,orange,darkred,Upper middle income
Brazil,Santa Gertrudes,80,2016,36.80659242,21404,red,red,Upper middle income
Brazil,Santo Andre,27,2016,12.42222494,676407,yellow,yellow,Upper middle income
Brazil,Santos,25,2016,15,433640,yellow,yellow,Upper middle income
Brazil,Sao Bernardo Do Campo,36.94990247,2016,17,752658,orange,darkred,Upper middle income
Brazil,Sao Caetano Do Sul,36.94990247,2016,17,149263,orange,darkred,Upper middle income
Brazil,Sao Jose Do Rio Preto,29,2016,15,407276,yellow,yellow,Upper middle income
Brazil,Sao Paulo,28.25,2016,16.6,21066245,orange,yellow,Upper middle income
Brazil,Sorocaba,25,2016,11.50206013,727116,yellow,yellow,Upper middle income
Brazil,Taboao Da Serra,28,2016,12.88230735,244528,yellow,yellow,Upper middle income
Brazil,Tatui,19,2016,8.741565699,102256,green,green,Upper middle income
Switzerland,Aadorf,11.45051725,2016,8.409100007,7301,green,green,High income
Switzerland,Altdorf,11.5,2016,8.445439448,8541,green,green,High income
Switzerland,Avully,14.10032178,2016,10.35507946,1736,yellow,green,High income
Switzerland,Baden,15.5,2016,11.3829836,16270,yellow,green,High income
Switzerland,Basel,17.31695485,2016,10.1,507764,yellow,green,High income
Switzerland,Bern,19.30281762,2016,12.5,358481,yellow,green,High income
Switzerland,Bevaix,13,2016,9.547018506,3603,green,green,High income
Switzerland,Biberist,15,2016,11.01579058,7603,yellow,green,High income
Switzerland,Biel,14,2016,10.28140455,48655,yellow,green,High income
Switzerland,Binningen,13.69000764,2016,10.05375048,13977,yellow,green,High income
Switzerland,Bioggio,24,2016,17.62526493,2130,orange,yellow,High income
Switzerland,Bodio,19,2016,13.95333474,1058,yellow,green,High income
Switzerland,Brigerbad,15.1,2016,11.08922919,8645,yellow,green,High income
Switzerland,Brione,13,2016,9.547018506,203,green,green,High income
Switzerland,Bulle,13.2,2016,9.693895714,11986,green,green,High income
Switzerland,Cadenazzo,16.17006884,2016,11.8750728,1863,yellow,green,High income
Switzerland,Camignolo,17,2016,12.48456266,3243,yellow,green,High income
Switzerland,Chaumont,6.4,2016,4.700070649,8645,green,green,High income
Switzerland,Chiasso,22,2016,16.15649286,7720,orange,yellow,High income
Switzerland,Chur,12.65,2016,9.289983393,32989,green,green,High income
Switzerland,Davos,12.3,2016,7.2,11718,green,green,High income
Switzerland,Delemont,15.8,2016,11.60329942,11353,yellow,green,High income
Switzerland,Dornach,11.9,2016,8.739193863,5886,green,green,High income
Switzerland,Dubendorf,13.71184112,2016,10.4,22216,yellow,green,High income
Switzerland,Ebikon,14.58520888,2016,10.71117377,11322,yellow,green,High income
Switzerland,Egerkingen,16,2016,11.75017662,2884,yellow,green,High income
Switzerland,Eggerberg,10.5,2016,7.711053409,382,green,green,High income
Switzerland,Erstfeld,12.1,2016,8.886071071,3933,green,green,High income
Switzerland,Frauenfeld,14.1,2016,10.35484315,21954,yellow,green,High income
Switzerland,Fribourg,14.45,2016,10.61187826,87582,yellow,green,High income
Switzerland,Frutigen,15,2016,11.01579058,6661,yellow,green,High income
Switzerland,Geneve,17.8,2016,13.07207149,557806,yellow,green,High income
Switzerland,Giubiasco,18,2016,13.2189487,36089,yellow,green,High income
Switzerland,Glarus,12.7,2016,9.326702695,27571,green,green,High income
Switzerland,Harkingen,15.1,2016,11.3,1196,yellow,green,High income
Switzerland,Ittigen,14.85029698,2016,10.90585078,10991,yellow,green,High income
Switzerland,Kussnacht,6.21454343,2016,4.563873933,10704,green,green,High income
Switzerland,Lausanne,16.70120874,2016,12.26513453,352642,yellow,green,High income
Switzerland,Locarno,17,2016,12.48456266,14561,yellow,green,High income
Switzerland,Lugano,17.28281439,2016,12.7,46205,yellow,green,High income
Switzerland,Luzern,20.2,2016,14.83459799,81057,yellow,yellow,High income
Switzerland,Magadino,16.2,2016,12.1,4348,yellow,green,High income
Switzerland,Massongex,14,2016,10.28140455,1319,yellow,green,High income
Switzerland,Mendrisio,24,2016,17.62526493,13176,orange,yellow,High income
Switzerland,Meyrin,15.04836298,2016,11.05130768,19548,yellow,green,High income
Switzerland,Moleno,17,2016,12.48456266,8645,yellow,green,High income
Switzerland,Montreux,12.2,2016,8.959509675,22454,green,green,High income
Switzerland,Morges,17.7,2016,12.99863289,14154,yellow,green,High income
Switzerland,Muttenz,17.5,2016,12.85175568,16654,yellow,green,High income
Switzerland,Neuchatel,10.71917082,2016,7.872009399,84012,green,green,High income
Switzerland,Nyon,16,2016,11.75017662,16182,yellow,green,High income
Switzerland,Opfikon,16.02441789,2016,11.76810878,15573,yellow,green,High income
Switzerland,Payerne,11.58649698,2016,8.1,8938,green,green,High income
Switzerland,Porrentruy,13.3,2016,9.767334318,8374,green,green,High income
Switzerland,Reiden,15.3,2016,11.2361064,5958,yellow,green,High income
Switzerland,Rigi,6.2,2016,4.8,8645,green,green,High income
Switzerland,Rothenbrunnen,11.5,2016,8.445439448,422,green,green,High income
Switzerland,Saxon,13.71144453,2016,10.06949344,3312,yellow,green,High income
Switzerland,Schwyz,14.3,2016,10.50172036,13802,yellow,green,High income
Switzerland,Sion,15.7,2016,11.52986081,28324,yellow,green,High income
Switzerland,Sissach,16.7,2016,12.26424685,5325,yellow,green,High income
Switzerland,Sisseln,16.9,2016,12.41112406,1259,yellow,green,High income
Switzerland,Solothurn,14.5,2016,10,72466,green,green,High income
Switzerland,Suhr,15.4,2016,11.309545,8451,yellow,green,High income
Switzerland,Tanikon,11.4,2016,8.372000844,8645,green,green,High income
Switzerland,Thonex,16.19516571,2016,11.89350359,12141,yellow,green,High income
Switzerland,Thun,13,2016,9.547018506,40377,green,green,High income
Switzerland,Wald,8.8,2016,6.462597143,8973,green,green,High income
Switzerland,Weinfelden,15,2016,11.01579058,9456,yellow,green,High income
Switzerland,Winterthur,13.5,2016,9.914211526,93110,green,green,High income
Switzerland,Yverdon,14.7,2016,10.79547477,24515,yellow,green,High income
Switzerland,Zug,15.4,2016,11.309545,22973,yellow,green,High income
Switzerland,Zurich,16.06241085,2016,10.44225589,1246199,yellow,green,High income
Chile,Andacollo,36.5466,2016,17.82104027,9444,orange,darkred,High income
Chile,Antofagasta,34.7365,2016,9.15407,450979,green,darkred,High income
Chile,Arica,23.22050177,2016,11.3229,223600,yellow,yellow,High income
Chile,Cerrillos,66.2702,2016,31.2806,80832,darkorange,orange,High income
Chile,Cerro Navia,61.7561,2016,33.4068,132622,darkorange,orange,High income
Chile,Chiguayante,30.2886,2016,11.3906,85938,yellow,darkred,High income
Chile,Chillan,40.4545,2016,26.0223,184739,darkorange,darkred,High income
Chile,Comuna De Coyhaique,85.1842,2016,66.64585,57818,darkred,red,High income
Chile,Concepcion,40.1176,2016,25.8604,212003,darkorange,darkred,High income
Chile,Copiapo,53.5574,2016,14.1971,167800,yellow,orange,High income
Chile,Coquimbo,30.04193047,2016,14.6492,457108,yellow,darkred,High income
Chile,Coronel,31.621,2016,18.2026,116262,orange,darkred,High income
Chile,Curico,46.8959,2016,28.4029,112700,darkorange,darkred,High income
Chile,El Bosque,66.5049,2016,34.9837,162505,darkorange,orange,High income
Chile,Huasco,18.83028497,2016,9.18212,6445,green,green,High income
Chile,Independencia,62.2973,2016,29.1038,100281,darkorange,orange,High income
Chile,La Florida,65.2459,2016,29.3968,366916,darkorange,orange,High income
Chile,Las Condes,48.4508,2016,26.2681,294838,darkorange,darkred,High income
Chile,Linares,65.36681272,2016,31.8745,71200,darkorange,orange,High income
Chile,Los Angeles,57.4031,2016,32.5325,202331,darkorange,orange,High income
Chile,Maule,35.3495,2016,19.8176,3967,orange,darkred,High income
Chile,Osorno,55.9435,2016,43.7791,143500,red,orange,High income
Chile,Padre Las Casas,63.7298,2016,49.3362,33697,red,orange,High income
Chile,Pudahuel,69.2701,2016,32.1718,230293,darkorange,orange,High income
Chile,Puente Alto,57.7671,2016,26.1007,568106,darkorange,orange,High income
Chile,Puerto Montt,55.20183192,2016,26.9178,245902,darkorange,orange,High income
Chile,Punta Arenas,11.17222998,2016,5.44786,125900,green,green,High income
Chile,Quilpue,37.875,2016,21.8618,126893,orange,darkred,High income
Chile,Rancagua,68.22445,2016,27.6912,276000,darkorange,orange,High income
Chile,Rengo,35.4412,2016,17.28201946,30891,orange,darkred,High income
